"b'RT @MichaelDelauzon: Attention AMERICA! \n\nTRUMP RALLY FOR YOU!\nThurs. 7pm ET, South Bend, IN\n\nLive coverage on Fox News Channel, Fox Busine\xe2\x80\xa6'",1
"b'RT @nedryun: Remember all that great outcry about Obama breaking the law, about doing something illegal, about violating the FEC guidelines\xe2\x80\xa6'",-1
"b'RT @melissa5215: I can\xe2\x80\x99t wait, I think @ericbolling is great. Praying for you Eric @IngrahamAngle @FoxNews @realDonaldTrump @MagniFieri #ma\xe2\x80\xa6'",1
b'RT @dailyjobcuts: \xf0\x9f\xa4\x94 Trump to pull feds out of K-12 education \n    \n More News - https://t.co/tBG5SYCW32 \n     #Schools #College #Edu #Teach\xe2\x80\xa6',1
b'RT @ArizonaKayte: \xf0\x9f\x92\xa5Huge Congrats and  SHOUTOUT\xf0\x9f\x92\xa5\n\nTO \xe2\xad\x90\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8fDASH!!\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\xe3\x80\xb0\xef\xb8\x8f\xe2\xad\x90\n\nHE JUST REACHED \xe2\xad\x9040K\xe2\xad\x90 FOLLOWERS!!! AMAZING!!\n\nTHIS guy is so dang\xe2\x80\xa6',1
"b""RT @LVNancy: Remember #Mueller indicted 13 #Russians #Collusion\nTheir attorney's showed up to court, unexpectedly. Mueller team requested a\xe2\x80\xa6""",-1
b'RT @ScottFantasy: Which of you are going to stand up &amp; put an end to this witch hunt on our @POTUS ? @ToddRokitaIN @LukeMesserIN @braun4ind\xe2\x80\xa6',1
"b""RT @heytootssweet: @CovfefeLadyC @Success87473781 @realDonaldTrump Libs ain't even American anymore &amp; Ucan't #TRUMP THAT!  #MAGA Video \nhtt\xe2\x80\xa6""",-1
"b""RT @KaniJJackson: The projected price tag for Trump's military parade - $55M\nEstimated cost to replace Flint's pipes - $48M\n\n#MAGA""",0
"b'RT @LindaSuhler: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Don\xe2\x80\x99t miss President Donald Trump Rally Thursday, May 10th, in #Indiana!\n\xf0\x9f\x92\xa5South Bend, IN\n7 PM EST\n#AmericaFirst #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x80\xa6'",1
"b""RT @mikandynothem: In a sad display void of God's love, John McCain banned Mr. Trump from his funeral. \nFor the record, my worst enemy is w\xe2\x80\xa6""",-1
"b""RT @intheMatrixxx: #QAlert 4/23/18 Post 1253 Q Posts Sen Grassley's 12/16 [@PPFA] CRIMINAL referral on FETAL tissue and links to 547 page r\xe2\x80\xa6""",1
b'RT @dailyjobcuts: \xf0\x9f\xa4\x94California Bill Would Allow Illegals To Serve On Government Boards\n  \n Latest  News - https://t.co/tBG5SYCW32  \xf0\x9f\x91\x8d\n\n #CA #\xe2\x80\xa6',-1
"b'I feel so bad for her, lmao #MAGA https://t.co/RiDO2XuFI1'",-1
"b'RT @intheMatrixxx: Alison Mack Update. \nTrafficking of Children by Force or Coercion.\nTrafficking of Children by Force, Fraud,  or Coercion\xe2\x80\xa6'",-1
"b'RT @PatriotLexi: James Kallstrom, Former FBI Assistant Director on Mueller investigation: ""We got these frivolous, idiotic questions they w\xe2\x80\xa6'",-1
b'RT @LouDobbs: Where in the world is Jeff Sessions? Chairman Nunes calls for Attorney General to be held in contempt of Congress https://t.c\xe2\x80\xa6',1
b'RT @_LCMB_: #TrumpTrainUSA \xf0\x9f\x9a\x841\xe2\x83\xa31\xe2\x83\xa3\n\nTrain #MAGA-nificent! \n\nSuperstar Patriots headed to their State Trains! \n\nFollow\xf0\x9f\x91\x87&amp; \xf0\x9f\x9a\x84s 1-10!\n\n@perezkelly\xe2\x80\xa6',1
"b'RT @1Romans58: Trump is #WINNING so much that this polling company is hiding it\'s own polls.  LMAO  \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nThey are putting the data in ""qua\xe2\x80\xa6'",1
b'RT @kwilli1046: Attention All #Trump Supporters! It Is Follow Back: Sunday Night #MAGA',1
b'RT @intheMatrixxx: Have you ever seen the #JFKMemorial ariel view? Is it shaped like a #Q? \n\n#LQQK AT THIS! \n\n@POTUS #QArmy #QAnon #MAGA #W\xe2\x80\xa6',0
"b'RT @HyltonRobin: \xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xf0\x9f\x94\xb5\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xf0\x9f\x94\xb5\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xf0\x9f\x94\xb5\n \n#WeThePeople are awake, and we are taking our Country back! \nDemocrats want to sell our Freedom to glob\xe2\x80\xa6'",0
b'@MichelleResists @RealAlexJones Take off ur lib glasses and maybe u will see that Trump is the truth #MAGA',1
"b'RT @gypsy_wolf38: Wake up, let your voices be heard! Double-standard should not happen! \n#TheRainMakers \n#OneVoice \n#Metoo \n#maga \n#trumpwo\xe2\x80\xa6'",1
"b'RT @thecjpearson: Why would any black person support the Democrat Party  - the party that  enslaved us, segregated us, and treated us as if\xe2\x80\xa6'",-1
"b""RT @heytootssweet: @FoxNews good for her &amp; You can't #TRUMP THAT! Original #MAGA Video \nhttps://t.co/c0e7sHDbJo""",1
"b'True story. Best business practice. ""Politician""  Retain a back law firm. #MAGA #POTUS #TCNT #vote2018 #AAM2018 #MayDay #Kanye #willie700wlw'",1
"b""RT @TheRealHublife: This movie is over. We're in post production and while the ending and middle might seem a mystery to you, they're after\xe2\x80\xa6""",1
"b""RT @TheRealHublife: You can't vote for @realDonaldTrump and watch him beat the deep state machine in the most important election in the his\xe2\x80\xa6""",-1
b'RT @QAnonsSoldier: @FLOTUS @WhiteHouse #Americas true forever @FLOTUS. #QAnon #MAGA @POTUS #ReleaseTheTexts #NoRedactions https://t.co/waP6\xe2\x80\xa6',1
b'RT @Real_Gaz: I caught a liberal sneaking around my yard today..\n\n#MAGA \n#KAG https://t.co/acojsiNUYO',1
b'RT @kwilli1046: Attention All #Trump Supporters! It Is Follow Back: Sunday Night #MAGA',1
"b'RT @John_KissMyBot: CNN\xe2\x80\x99s Lemon, Don, Reveals That CNN WONT Be Covering Trumps Rallies During The 2020 Elections.  \n\n\xf0\x9f\xa4\x94 Hmmm, CNN is ALL ABO\xe2\x80\xa6'",1
"b'RT @intheMatrixxx: Alison Mack Update. \nSex Trafficking of Children by Force or Coercion.\nSex Trafficking of Children by Force, Fraud,  or\xe2\x80\xa6'",-1
b'RT @sxdoc: In Pursuit Of Truth: New Qanon\xe2\x80\x94May 5 EXCELLENT DISCUSSION People Fired ; Swamp Being Drained; New Q Board #MAGA https://t.co/lL1\xe2\x80\xa6',1
"b""RT @AnnaApp91838450: GOOD MORNING USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8PATRIOTS\xf0\x9f\x99\x8fBEGINNING NEW WEEK\xf0\x9f\x92\xa5PRESIDENT TRUMP DAILY IS CRACKING\nEVERY WALL\xf0\x9f\x94\xa5IN SUPPORT ENDING MUELLER'S\xe2\x80\xa6""",1
"b'RT @lucianwintrich: John Kerry should be tried for treason.\nEnd of story.\n\nI know democrats hate the United States, but plotting with our e\xe2\x80\xa6'",1
"b""RT @MeyerBen27: @dbongino and Joseph DiGenova on #LifeLibertyLevin. @marklevinshow I am so glad you got a show on FOX. Everytime I've seen\xe2\x80\xa6""",1
b'RT @CoreyLMJones: John McCain is a very arrogant and bitter man.\n\nMcCain has spent many years of his life supporting democrats and betrayin\xe2\x80\xa6',-1
b'RT @mh451: Please read this CBC piece \n\n#FBR #FollowBackResistance #Resist #Resistance #MAGA  https://t.co/7huzBlAJ37',-1
b'RT @amory_miller: Great Patriot to follow!!! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 @Terry35509308 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #DJTrumplican #MAGA #KAG https://t.co/zSouGiG7tQ',1
"b'RT @LouDobbs: House Intel Committee Chairman Nunes: ""Send in the G-Men"" to Arrest John Kerry for Violating Logan Act https://t.co/W7lu26aCp\xe2\x80\xa6'",1
b'RT @RubyRockstar333: .@realDonaldTrump \nThis is EXACTLY what millions of us have been waiting for! \n#EndTheWitchHunt to \n#MAGA !!! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\xf0\x9f\x92\xa3\xf0\x9f\x92\xa5\xf0\x9f\x92\xa3\xf0\x9f\x92\xa5\xf0\x9f\x92\xa3\xe2\x80\xa6',1
"b""RT @gotspeed2burn: Dick's isn't just changing business practices - they're actively trying to curtail the Constitutional rights of American\xe2\x80\xa6""",1
b'The trophy should be steel gray and in the shape of handcuffs\n#DrainTheSwamp \n#MAGA https://t.co/uSJKUC12fD',1
b'RT @pollsofpolitics: In your Opinion who was/is the better @POTUS? @realDonaldTrump or #Obama \n\nVote and retweet to spread poll!! #TheResis\xe2\x80\xa6',0
"b'RT @CoreyLMJones: Hillary is still trying to figure out how she lost the election.\n\nWhile she\xe2\x80\x99s been doing that, Trump has figured out how\xe2\x80\xa6'",-1
"b'RT @lucianwintrich: John Kerry should be tried for treason.\nEnd of story.\n\nI know democrats hate the United States, but plotting with our e\xe2\x80\xa6'",-1
"b'RT @JordyAri: If Barack and Michelle governed so much better than President @realDonaldTrump, why couldn\xe2\x80\x99t they just solve the North Korea\xe2\x80\xa6'",-1
b'RT @TestyTarheel: Hey #TrumpTrain! \n\n\xf0\x9f\x94\xb4Pick a local pro-Trump candidate  \n\n\xe2\x9a\xaa\xef\xb8\x8fVolunteer to put up yard signs \n\n\xf0\x9f\x94\xb5work the polls on Election Da\xe2\x80\xa6',1
b'RT @CoreyLMJones: John McCain is a very arrogant and bitter man.\n\nMcCain has spent many years of his life supporting democrats and betrayin\xe2\x80\xa6',-1
b'RT @USAHotLips: 9 MINUTES......9 Minutes of TRUTH\xe2\x80\xbc\xef\xb8\x8f\n\nThis is a MUST WATCH\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\n\n@AlanDersh breaks everything down &amp; ppl need to LISTEN\xe2\x80\xbc\xef\xb8\x8f\n\n#De\xe2\x80\xa6',1
b'RT @ROHLL5: Blue is speaking the #MAGA language!!!! Please support her and RT RT RT \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9c\x8c\xf0\x9f\x8f\xbc https://t.co/fgTt7IrRpn',1
"b'RT @realDonaldTrump: Join me in Washington, Michigan on Saturday, April 28, 2018 at 7:00pm! #MAGA Tickets: https://t.co/DISosdqBuu https://\xe2\x80\xa6'",0
b'RT @CoreyLMJones: John McCain is a very arrogant and bitter man.\n\nMcCain has spent many years of his life supporting democrats and betrayin\xe2\x80\xa6',-1
"b'RT @DonnaWR8: \xe2\x80\x98If His People, who are called by His Name, will humble themselves and PRAY, He\xe2\x80\x99ll do like He\xe2\x80\x99s ALWAYS done. ... He\xe2\x80\x99ll hear f\xe2\x80\xa6'",1
b'RT @FMoniteau: We have a winner!\n#ScottPruitt is the most corrupt person in a totally corrupt administration.\n\n#TheResistance #MAGA #Trump\xe2\x80\xa6',1
b'RT @USAHotLips: 13 yrs old......THIS is how you educate &amp; become a responsible gun owner\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x98\x8e\n\nI GUARANTEE you she will NOT become a mass s\xe2\x80\xa6',1
"b'RT @sxdoc: Michigan GOP candidate for governor Patrick Colbeck exposes Muslim Democrat Abdul El-Sayed\xe2\x80\x99s ties to Muslim Brotherhood, whose m\xe2\x80\xa6'",1
"b'RT @PatriotLexi: James Kallstrom, Former FBI Assistant Director on Mueller investigation: ""We got these frivolous, idiotic questions they w\xe2\x80\xa6'",-1
"b'RT @5Strat: Wow, I felt the power of that Prayer. We had a lot of folks praying for the safety and release of those enslaved in Human Traff\xe2\x80\xa6'",1
b'RT @skb_sara: Attention Patriots \xf0\x9f\x93\xa1\n\nEveryone follow my good friend &amp; patriot John. \n\nFollows all #MAGA accounts \xe2\x9c\x85\nHuge #Trump supporter\xe2\x9c\x85\n#T\xe2\x80\xa6',1
"b'RT @nedryun: Remember all that great outcry about Obama breaking the law, about doing something illegal, about violating the FEC guidelines\xe2\x80\xa6'",-1
b'@DallasIrey @Alvs31 @melissaspin08 @junogsp5 @jmatheson160 @Unicori @patriottee @youlosenordys @jcpenni7maga\xe2\x80\xa6 https://t.co/2wzjRMhtLd',0
"b""RT @WillPolitico: Would someone at @WhiteHouse please remind @realDonaldTrump\n#POTUS45 that #Hawaii is infact a state even though you can't\xe2\x80\xa6""",-1
"b'RT @blondieleigh303: @GenFlynn Thank you for your selflessness, dedication and service to our country and for fighting to protect our child\xe2\x80\xa6'",1
b'RT @Trey_VonDinkis: #MAGA #Winning\n\n.\n. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MAGA ... Follow That !\n\n\xe2\x96\xaa\xef\xb8\x8f 51% Approval - LINK - https://t.co/e896Sx4aq2\n\xe2\x96\xaa\xef\xb8\x8f 3.9% Unemployment -\xe2\x80\xa6',1
"b'RT @Golfinggary522: Hey anyone, any race, can join The #MAGA team! Black patriots are not stuck in the democratic party! Minorities with di\xe2\x80\xa6'",1
"b'RT @thecjpearson: Why would any black person support the Democrat Party  - the party that  enslaved us, segregated us, and treated us as if\xe2\x80\xa6'",-1
b'RT @John_KissMyBot: Rosie O\xe2\x80\x99Donnell Got Caught Making ILLEGAL CONTRIBUTIONS To Democrats\n\nHere\xe2\x80\x99s The Question? Will she get A Pass Because\xe2\x80\xa6',-1
b'RT @Jared_T_Swift: Literally who makes a guest list to their own funeral \xf0\x9f\x99\x84 \n#ThisIsAmerica #MAGA #KAG https://t.co/UVUkXrteni',1
b'RT @CoreyLMJones: Boys can\xe2\x80\x99t be Girl Scouts.\nGirls can\xe2\x80\x99t be Boy Scouts.\nWhy?\nBoys are boys.\nGirls are girls.\n\nPolitical correctness ruins e\xe2\x80\xa6',1
"b'RT @thecjpearson: Why would any black person support the Democrat Party  - the party that  enslaved us, segregated us, and treated us as if\xe2\x80\xa6'",-1
"b""RT @heytootssweet: @AllenWestRepub #Mueller is America's dirtiest cop &amp; You can't #TRUMP THAT! Original #MAGA Video \nhttps://t.co/c0e7sHDbJo""",-1
"b'RT @lucianwintrich: John Kerry should be tried for treason.\nEnd of story.\n\nI know democrats hate the United States, but plotting with our e\xe2\x80\xa6'",-1
"b""@theCliftons2011 @dbongino @marklevinshow I try to always do, I think it's important to bring the fringe into the f\xe2\x80\xa6 https://t.co/l9C8Kkw0R8""",1
b'@NRATV @DiamondandSilk I love and respect #DiamondandSilk You both stand for everything I as a #Texas #Southern\xe2\x80\xa6 https://t.co/TMSVqDiLCQ',1
"b'RT @rcjhawk86: \xf0\x9f\x94\xa5Liberalism Must Be Destroyed\xf0\x9f\x94\xa5\n\n\xf0\x9f\x97\xbdDonald Trump\xe2\x80\x99s biggest, non-personal sin was winning. And for that, they\xe2\x80\x99re trying to destr\xe2\x80\xa6'",-1
b'RT @amory_miller: Great Patriot to follow!!! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 @Terry35509308 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #DJTrumplican #MAGA #KAG https://t.co/zSouGiG7tQ',1
"b'RT @CoreyLMJones: Hillary is still trying to figure out how she lost the election.\n\nWhile she\xe2\x80\x99s been doing that, Trump has figured out how\xe2\x80\xa6'",-1
"b'@nytimes #MAGA \xe2\x80\x9cit\xe2\x80\x99s to repeat\xe2\x80\x9dful and \xe2\x80\x9cthe doubleplusgoodful clothesful are clothesful""'",-1
b'RT @RealBamaCowboy: Here is my analogy to the current investigations: Papabull and babybull standing on a hill:  babybull: \xe2\x80\x9clook at all tho\xe2\x80\xa6',0
"b'RT @John_KissMyBot: CNN\xe2\x80\x99s Lemon, Don, Reveals That CNN WONT Be Covering Trumps Rallies During The 2020 Elections.  \n\n\xf0\x9f\xa4\x94 Hmmm, CNN is ALL ABO\xe2\x80\xa6'",0
"b'RT @TheRealHublife: Dear ""Anti- Jeff Sessions"" geniuses.\n\nExplain the 29,000+ sealed Federal Indictments.\n\nDid Santa Claus put those there?\xe2\x80\xa6'",-1
"b'RT @Toughenupworld: @atowers2018 @President1Trump @realDonaldTrump You\xe2\x80\x99re exactly right, all you care about is all people in America headed\xe2\x80\xa6'",1
b'RT @DawnFults: @carrieksada @starcrosswolf @SandraTXAS @CarmineZozzora @ChristieC733 @ItsAReckoning @Hoosiers1986 @TruthsbyRalph @michaelbe\xe2\x80\xa6',0
b'RT @USAHotLips: 13 yrs old......THIS is how you educate &amp; become a responsible gun owner\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x98\x8e\n\nI GUARANTEE you she will NOT become a mass s\xe2\x80\xa6',1
b'RT @barbarawhitt60: @jeffsessions #Rosenstein \nWe the American people DEMAND @JohnKerry be arrested immediately. If not we the people will\xe2\x80\xa6',-1
b'RT @Lrihendry: FLORIDA must wake up and vote out big government Democrat Bill Nelson and vote RICK SCOTT for Senate! Recent Poll shows them\xe2\x80\xa6',-1
"b""RT @KaniJJackson: The projected price tag for Trump's military parade - $55M\nEstimated cost to replace Flint's pipes - $48M\n\n#MAGA""",0
"b'RT @John_KissMyBot: A Special Congratulations To My Very Good Friend Sara @skb_sara For Reaching 55,000 Followers.  Sara is one of the nice\xe2\x80\xa6'",1
b'RT @AndrewSarega: It\xe2\x80\x99s been amazing to see the progress Trump has made with the economy despite being attacked from all sides.\n\nLet the man\xe2\x80\xa6',1
b'RT @CoreyLMJones: John McCain is a very arrogant and bitter man.\n\nMcCain has spent many years of his life supporting democrats and betrayin\xe2\x80\xa6',-1
"b'Unbelievable what these people get away with!  #MAGA, #Haiti, #Kanye, #clintonfoundation,#endthefed, #CNNfakenews,\xe2\x80\xa6 https://t.co/64AhNLNihO'",1
"b""RT @adjunctprofessr: \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5 Let's do this Montana!\nListen to General Flynn's strong endorsement of Troy Downing for Senate!\nVote Troy Downing!\xe2\x80\xa6""",1
b'RT @Trey_VonDinkis: #MAGA #Candace\n\n.\n.\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MAGA - Follow That !\n\n. https://t.co/UAG08tj6J1',1
b'RT @IAmTheMajority1: Donald isn\xe2\x80\x99t perfect.  Let him without sin cast the first stone.   None of us cut it.   He has flaws but he does a lot\xe2\x80\xa6',1
b'RT @polishprincessh: With GOD all things are possible!  \n\nGOD answered our prayers and put President Trump as our leader.\n\nPrayers for My P\xe2\x80\xa6',1
"b'RT @Jayne720: \xe2\x80\x9cNothing nefarious"" she says.\n She used FIVE  different New York addresses &amp; FOUR variations of her name...but she didn\'t MEA\xe2\x80\xa6'",1
b'RT @mikandynothem: \xe2\x9c\x94RETWEET\xe2\x9c\x94 if you think @realDonaldTrump will end up serving two terms as President of these United States.\nWe hired him\xe2\x80\xa6',1
"b'RT @jenn_027: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8ATTENTION\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8\n\n\xf0\x9f\x9a\xa8#Indiana  #Ohio  #WV   #NC \xf0\x9f\x9a\xa8\n\nYou have Primaries, Tues. May 8th\n\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8SHOW UP TO VOTE! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\nKnow your\xe2\x80\xa6'",0
b'@lainla @blahblah8976 @joanwalsh @DonaldJTrumpJr You would wish.  But you know your statement here is a lie or you\xe2\x80\xa6 https://t.co/o6RzdMq8NJ',-1
b'RT @inittowinit007: \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n       \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5TREASON\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n.@realDonaldTrump  .@POTUS \n#Patriotsfight #QAnon #KAG \n#MAGA #TheRainMakers https://t.co\xe2\x80\xa6',0
b'RT @Fingersflying: #CCOT NUNES: Congress to Hold AG Sessions in Contempt https://t.co/ieZpwkHOLx #Nunes #Sessions #politics #DCcorruption #\xe2\x80\xa6',1
"b'RT @PradRachael: House Releases Unredacted Russia Report, Comey caught \nRED - HANDED in \nMassive LIE\nhttps://t.co/9Q5XQxbnGn\n\n#TheRainMaker\xe2\x80\xa6'",-1
"b'RT @thecjpearson: Why would any black person support the Democrat Party  - the party that  enslaved us, segregated us, and treated us as if\xe2\x80\xa6'",-1
"b'RT @Trey_VonDinkis: #MAGA #TrumpTake \n\n.\n.\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Charles Krauthammer was NOT correct about Trump prior to election, holding onto the typical DC\xe2\x80\xa6'",1
b'RT @kwilli1046: Attention All #Trump Supporters! It Is Follow Back: Sunday Night #MAGA',1
b'RT @intheMatrixxx: #LQQK AT THIS! The #QArmy is busy getting the word out! \n\nVERY well done Patriots! \n\n@POTUS #QAnon #PatriotsFight #WWG1W\xe2\x80\xa6',1
"b""RT @LVNancy: Remember #Mueller indicted 13 #Russians #Collusion\nTheir attorney's showed up to court, unexpectedly. Mueller team requested a\xe2\x80\xa6""",-1
"b'RT @thecjpearson: Why would any black person support the Democrat Party  - the party that  enslaved us, segregated us, and treated us as if\xe2\x80\xa6'",-1
"b'RT @VoteTrumpPics: ""My husband is ready to lead this great nation."" - @MELANIATRUMP\n\nMelania Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #MAGA https://t.co/52wizZeDBa'",1
b'RT @hirschA8720: \xf0\x9f\x93\xa3All aboard M\xe2\x80\x99s Trump \xf0\x9f\x9a\x8210\n\nFollow All &amp; Retweet -- This is a FOLLOW BACK train.\n \n@7sozo\n@Cstroede\n@karmasenz\n@Liberty36_\xe2\x80\xa6',1
"b""RT @AnnaApp91838450: https://t.co/v6drniFNaJ\nThank God\xf0\x9f\x99\x8f Congressman Devin Nunes Real PATRIOT With Brass Balls\xf0\x9f\x92\xa5He's Fighting For All Of Us \xf0\x9f\x99\x8f\xe2\x80\xa6""",1
"b'RT @CoreyLMJones: Hillary is still trying to figure out how she lost the election.\n\nWhile she\xe2\x80\x99s been doing that, Trump has figured out how\xe2\x80\xa6'",-1
"b'RT @lucianwintrich: John Kerry should be tried for treason.\nEnd of story.\n\nI know democrats hate the United States, but plotting with our e\xe2\x80\xa6'",1
"b""RT @mikandynothem: In a sad display void of God's love, John McCain banned Mr. Trump from his funeral. \nFor the record, my worst enemy is w\xe2\x80\xa6""",-1
"b'RT @thecjpearson: Why would any black person support the Democrat Party  - the party that  enslaved us, segregated us, and treated us as if\xe2\x80\xa6'",-1
"b'RT @jenn_027: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8ATTENTION\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\xa8\n\n\xf0\x9f\x9a\xa8#Indiana  #Ohio  #WV   #NC \xf0\x9f\x9a\xa8\n\nYou have Primaries, Tues. May 8th\n\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8SHOW UP TO VOTE! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\nKnow your\xe2\x80\xa6'",0
"b'@diehl6_kathy Mueller is in bed with Obama, i believe their plan is to keep the pressure on Trump until 2018 electi\xe2\x80\xa6 https://t.co/gK4p2b6wxy'",-1
"b'RT @5Strat: Picture, drawing &amp; bio of TS Ellis III, judge for the Manafort case. #MAGA #KAG #QAnon #TQFam #8Chan #TheGreatAwakening #TheSto\xe2\x80\xa6'",1
b'RT @intheMatrixxx: This is why Hillary Clinton could not be allowed to win. \n\n#RedCross \n@POTUS #QAnon #QAnonPosts #GreatAwakening #ItsHapp\xe2\x80\xa6',-1
"b""RT @heytootssweet: @Lucky5713 @SenFeinstein Libs don't even care bout Hillary's 33k emails &amp; U can't #TRUMP THAT! Original #MAGA Video \nhtt\xe2\x80\xa6""",-1
